0.092000	0.039000	1000.000000	39.000000
0.115000	0.154000	1000.000000	154.000000
0.074000	0.057000	1000.000000	57.000000
0.102000	0.058000	1000.000000	58.000000
0.043000	0.029000	1000.000000	29.000000
0.066000	0.057000	1000.000000	57.000000
0.078000	0.165000	1000.000000	165.000000
0.083000	0.108000	1000.000000	108.000000
0.172000	0.059000	1000.000000	59.000000
0.096000	0.146000	1000.000000	146.000000
0.056000	0.080000	1000.000000	80.000000
0.169000	0.266000	1000.000000	266.000000
0.055000	0.082000	1000.000000	82.000000
0.098000	0.059000	1000.000000	59.000000
0.113000	0.207000	1000.000000	207.000000
0.316000	0.268000	1000.000000	268.000000
0.153000	0.139000	1000.000000	139.000000
0.134000	0.190000	1000.000000	190.000000
0.064000	0.065000	1000.000000	65.000000
0.223000	0.242000	1000.000000	242.000000
0.090000	0.061000	1000.000000	61.000000
0.063000	0.076000	1000.000000	76.000000
0.213000	0.180000	1000.000000	180.000000
0.048000	0.048000	1000.000000	48.000000
0.124000	0.152000	1000.000000	152.000000
0.090000	0.045000	1000.000000	45.000000
0.298000	0.145000	1000.000000	145.000000
0.038000	0.039000	1000.000000	39.000000
0.075000	0.128000	1000.000000	128.000000
0.136000	0.040000	1000.000000	40.000000
0.054000	0.098000	1000.000000	98.000000
0.046000	0.149000	1000.000000	149.000000
0.101000	0.139000	1000.000000	139.000000
0.159000	0.206000	1000.000000	206.000000
0.043000	0.012000	1000.000000	12.000000
0.377000	0.492000	1000.000000	492.000000
0.034000	0.008000	1000.000000	8.000000
0.146000	0.059000	1000.000000	59.000000
0.211000	0.283000	1000.000000	283.000000
0.199000	0.151000	1000.000000	151.000000
0.060000	0.068000	1000.000000	68.000000
0.109000	0.196000	1000.000000	196.000000
0.063000	0.021000	1000.000000	21.000000
0.308000	0.254000	1000.000000	254.000000
0.051000	0.010000	1000.000000	10.000000
0.169000	0.185000	1000.000000	185.000000
0.059000	0.021000	1000.000000	21.000000
0.078000	0.099000	1000.000000	99.000000
0.064000	0.006000	1000.000000	6.000000
0.358000	0.390000	1000.000000	390.000000
0.055000	0.014000	1000.000000	14.000000
0.145000	0.213000	1000.000000	213.000000
0.169000	0.172000	1000.000000	172.000000
0.239000	0.100000	1000.000000	100.000000
0.061000	0.036000	1000.000000	36.000000
0.055000	0.207000	1000.000000	207.000000
0.040000	0.008000	1000.000000	8.000000
0.155000	0.079000	1000.000000	79.000000
0.202000	0.298000	1000.000000	298.000000
0.108000	0.067000	1000.000000	67.000000
0.031000	0.008000	1000.000000	8.000000
0.032000	0.013000	1000.000000	13.000000
0.060000	0.012000	1000.000000	12.000000
0.040000	0.026000	1000.000000	26.000000
0.099000	0.165000	1000.000000	165.000000
0.093000	0.074000	1000.000000	74.000000
0.042000	0.128000	1000.000000	128.000000
